Statistical profiling result from cluster_result.log, (1962 ticks, 9 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      2  100.0%            JS: ^nativeModuleRequire node:internal/bootstrap/loaders:356:29
      1    2.3%        JS: ~setupInspectorHooks node:internal/process/pre_execution:399:29
      1  100.0%          JS: ~prepareExecution node:internal/process/pre_execution:52:26
      1  100.0%            JS: ~prepareMainThreadExecution node:internal/process/pre_execution:36:36
      1    2.3%        JS: ~setupFetch node:internal/process/pre_execution:221:20
      1  100.0%          JS: ~prepareExecution node:internal/process/pre_execution:52:26
      1  100.0%            JS: ~prepareMainThreadExecution node:internal/process/pre_execution:36:36
      1    2.3%        JS: ~setupChildProcessIpcChannel node:internal/process/pre_execution:478:37
      1  100.0%          JS: ~prepareExecution node:internal/process/pre_execution:52:26
      1  100.0%            JS: ~prepareMainThreadExecution node:internal/process/pre_execution:36:36
      1    2.3%        JS: ~setupChannel node:internal/child_process:576:22
      1  100.0%          JS: ~_forkChild node:child_process:173:20
      1  100.0%            JS: ~setupChildProcessIpcChannel node:internal/process/pre_execution:478:37
      1    2.3%        JS: ~lazyLoadStreams node:fs:2903:25
      1  100.0%          JS: ~get ReadStream node:fs:3046:17
      1  100.0%            t _Builtins_ReflectGet
      1    2.3%        JS: ~initializeSourceMapsHandlers node:internal/process/pre_execution:602:38
      1  100.0%          JS: ~prepareExecution node:internal/process/pre_execution:52:26
      1  100.0%            JS: ~prepareMainThreadExecution node:internal/process/pre_execution:36:36
      1    2.3%        JS: ~initCJSParse node:internal/modules/esm/translators:58:28
      1  100.0%          JS: ~commonjsStrategy node:internal/modules/esm/translators:147:60
      1  100.0%            JS: ~moduleProvider node:internal/modules/esm/loader:441:28
      1    2.3%        JS: ~get BlockList node:net:1960:16
      1  100.0%          JS: ~<anonymous> node:internal/modules/esm/fetch_module:1:1
      1  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1    2.3%        JS: ~<anonymous> node:tls:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1  100.0%            JS: ^nativeModuleRequire node:internal/bootstrap/loaders:356:29
      1    2.3%        JS: ~<anonymous> node:internal/modules/esm/resolve:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1  100.0%            JS: ^nativeModuleRequire node:internal/bootstrap/loaders:356:29
      1    2.3%        JS: ~<anonymous> node:internal/modules/esm/load:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1  100.0%            JS: ^nativeModuleRequire node:internal/bootstrap/loaders:356:29
      1    2.3%        JS: ~<anonymous> node:internal/modules/esm/get_format:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1  100.0%            JS: ^nativeModuleRequire node:internal/bootstrap/loaders:356:29
      1    2.3%        JS: ~<anonymous> node:internal/modules/cjs/loader:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1  100.0%            JS: ^nativeModuleRequire node:internal/bootstrap/loaders:356:29
      1    2.3%        JS: ~<anonymous> node:internal/dns/utils:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1  100.0%            JS: ^nativeModuleRequire node:internal/bootstrap/loaders:356:29
      1    2.3%        JS: ~<anonymous> node:internal/cluster/child:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1  100.0%            JS: ^nativeModuleRequire node:internal/bootstrap/loaders:356:29
      1    2.3%        JS: ~<anonymous> node:_http_common:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1  100.0%            JS: ^nativeModuleRequire node:internal/bootstrap/loaders:356:29
      4    8.3%      JS: ~compileForPublicLoader node:internal/bootstrap/loaders:264:25
      2   50.0%        JS: ~loadBuiltinModule node:internal/modules/cjs/helpers:45:27
      1   50.0%          JS: ~builtinStrategy node:internal/modules/esm/translators:253:58
      1  100.0%            JS: ~moduleProvider node:internal/modules/esm/loader:441:28
      1   50.0%          JS: ~Module._load node:internal/modules/cjs/loader:851:24
      1  100.0%            JS: ~Module.require node:internal/modules/cjs/loader:1097:36
      2   50.0%        JS: ^loadBuiltinModule node:internal/modules/cjs/helpers:45:27
      2  100.0%          JS: ~builtinStrategy node:internal/modules/esm/translators:253:58
      2  100.0%            JS: ^moduleProvider node:internal/modules/esm/loader:441:28
      1    2.1%      JS: ^compileForPublicLoader node:internal/bootstrap/loaders:264:25
      1  100.0%        JS: ^loadBuiltinModule node:internal/modules/cjs/helpers:45:27
      1  100.0%          JS: ^Module._load node:internal/modules/cjs/loader:851:24
      1  100.0%            JS: ^Module.require node:internal/modules/cjs/loader:1097:36
     42    4.6%    JS: ^moduleStrategy node:internal/modules/esm/translators:114:56
     42  100.0%      JS: ^moduleProvider node:internal/modules/esm/loader:441:28
     42  100.0%        t _Builtins_AsyncFunctionAwaitResolveClosure
     19    2.1%    JS: ^readSync node:fs:699:18
     19  100.0%      JS: ^tryReadSync node:fs:435:21
     19  100.0%        JS: ^readFileSync node:fs:456:22
     19  100.0%          JS: ^Module._extensions..js node:internal/modules/cjs/loader:1227:37
     19  100.0%            JS: ^Module.load node:internal/modules/cjs/loader:1069:33
     16    1.8%    JS: ^stat node:internal/modules/cjs/loader:161:14
     11   68.8%      JS: ^tryFile node:internal/modules/cjs/loader:440:17
     11  100.0%        JS: ^tryExtensions node:internal/modules/cjs/loader:456:23
     10   90.9%          JS: ^Module._findPath node:internal/modules/cjs/loader:555:28
     10  100.0%            JS: ^Module._resolveFilename node:internal/modules/cjs/loader:948:35
      1    9.1%          JS: ~tryPackage node:internal/modules/cjs/loader:394:20
      1  100.0%            JS: ^Module._findPath node:internal/modules/cjs/loader:555:28
      5   31.3%      JS: ^Module._findPath node:internal/modules/cjs/loader:555:28
      5  100.0%        JS: ^Module._resolveFilename node:internal/modules/cjs/loader:948:35
      5  100.0%          JS: ^Module._load node:internal/modules/cjs/loader:851:24
      5  100.0%            JS: ^Module.require node:internal/modules/cjs/loader:1097:36
     14    1.5%    JS: ^openSync node:fs:582:18
     14  100.0%      JS: ^readFileSync node:fs:456:22
     13   92.9%        JS: ^Module._extensions..js node:internal/modules/cjs/loader:1227:37
     13  100.0%          JS: ^Module.load node:internal/modules/cjs/loader:1069:33
     13  100.0%            JS: ^Module._load node:internal/modules/cjs/loader:851:24
      1    7.1%        JS: ~Module._extensions..js node:internal/modules/cjs/loader:1227:37
      1  100.0%          JS: ^Module.load node:internal/modules/cjs/loader:1069:33
      1  100.0%            JS: ^Module._load node:internal/modules/cjs/loader:851:24

    479   24.4%  T _posix_spawn_file_actions_adddup2

     50    2.5%  T _semaphore_destroy
      2    4.0%    JS: ~next /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/index.js:177:16
      2  100.0%      JS: ~handle /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/index.js:136:31
      1   50.0%        JS: ~router /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/index.js:46:18
      1  100.0%          JS: ~handle /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            JS: ~trim_prefix /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/index.js:293:23
      1   50.0%        JS: ~handle /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/application.js:165:29
      1  100.0%          JS: ~app /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/express.js:38:21
      1  100.0%            JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/engine.io/build/server.js:479:30
      2    4.0%    JS: ~cjsPreparseModuleExports node:internal/modules/esm/translators:193:34
      1   50.0%      JS: ~commonjsStrategy node:internal/modules/esm/translators:147:60
      1  100.0%        t _Builtins_AsyncFunctionAwaitResolveClosure
      1   50.0%      JS: ~<anonymous> node:internal/modules/esm/translators:232:36
      1  100.0%        t _Builtins_ArrayForEach
      1  100.0%          JS: ~cjsPreparseModuleExports node:internal/modules/esm/translators:193:34
      1  100.0%            JS: ~commonjsStrategy node:internal/modules/esm/translators:147:60
      2    4.0%    JS: ^emit node:events:460:44
      1   50.0%      JS: ~<anonymous> node:net:296:24
      1   50.0%      JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sdam/server.js:58:31
      1  100.0%        JS: ^emit node:events:460:44
      1  100.0%          JS: ~checkServer /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sdam/monitor.js:143:21
      1  100.0%            JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sdam/monitor.js:226:12
      1    2.0%    t _Builtins_ArrayFilter
      1  100.0%      JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/connection_string.js:1:1
      1  100.0%        JS: ^Module._compile node:internal/modules/cjs/loader:1173:37
      1  100.0%          JS: ^Module._extensions..js node:internal/modules/cjs/loader:1227:37
      1  100.0%            JS: ^Module.load node:internal/modules/cjs/loader:1069:33
      1    2.0%    JS: ~setopts /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/glob/common.js:48:18
      1  100.0%      JS: ~Glob /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/glob/glob.js:117:15
      1  100.0%        JS: ~glob /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/glob/glob.js:62:15
      1  100.0%          JS: ^<anonymous> node:internal/util:352:24
      1  100.0%            t _Builtins_PromiseConstructor
      1    2.0%    JS: ~route /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/index.js:502:29
      1  100.0%      JS: ~proto.<computed> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/index.js:519:27
      1  100.0%        Script: ~<anonymous> file:///Users/robertomora/Documents/Coding/Backend%20Course/Backend%20Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/routers/api/helpers/random.js:1:1
      1  100.0%          t _Builtins_GeneratorPrototypeNext
      1  100.0%            T node::HistogramBase::GetConstructorTemplate(node::Environment*)
      1    2.0%    JS: ~relative node:path:1194:11
      1  100.0%      JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:251:47
      1  100.0%        JS: ~step /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1  100.0%          JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:30:40
      1  100.0%            JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:20:46
      1    2.0%    JS: ~realpathSync node:fs:2470:22
      1  100.0%      JS: ~toRealPath node:internal/modules/cjs/loader:449:20
      1  100.0%        JS: ~Module._findPath node:internal/modules/cjs/loader:555:28
      1  100.0%          JS: ~Module._resolveFilename node:internal/modules/cjs/loader:948:35
      1  100.0%            JS: ~Module._load node:internal/modules/cjs/loader:851:24
      1    2.0%    JS: ~parseQuery /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/whatwg-url/lib/url-state-machine.js:1063:63
      1  100.0%      JS: ^URLStateMachine /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/whatwg-url/lib/url-state-machine.js:481:25
      1  100.0%        JS: ~module.exports.basicURLParse /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/whatwg-url/lib/url-state-machine.js:1206:41
      1  100.0%          JS: ~URLImpl /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/whatwg-url/lib/URL-impl.js:7:14
      1  100.0%            JS: ~exports.setup /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/whatwg-url/lib/URL.js:49:17
      1    2.0%    JS: ~parseAuthority /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/whatwg-url/lib/url-state-machine.js:731:71
      1  100.0%      JS: ~URLStateMachine /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/whatwg-url/lib/url-state-machine.js:481:25
      1  100.0%        JS: ~module.exports.basicURLParse /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/whatwg-url/lib/url-state-machine.js:1206:41
      1  100.0%          JS: ~URLImpl /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/whatwg-url/lib/URL-impl.js:7:14
      1  100.0%            JS: ~exports.setup /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/whatwg-url/lib/URL.js:49:17
      1    2.0%    JS: ~parse /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/content-type/index.js:106:16
      1  100.0%      JS: ^setCharset /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/utils.js:248:41
      1  100.0%        JS: ~send /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/response.js:111:25
      1  100.0%          JS: ~done /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/response.js:1033:27
      1  100.0%            JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:251:47
      1    2.0%    JS: ~onconnection node:net:1694:22
      1  100.0%      JS: ~onconnection node:internal/cluster/child:210:22
      1  100.0%        JS: ~onmessage node:internal/cluster/child:55:21
      1  100.0%          JS: ~onInternalMessage node:internal/cluster/utils:34:36
      1  100.0%            JS: ^emit node:events:460:44
      1    2.0%    JS: ~of /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/socket.io/dist/index.js:409:7
      1  100.0%      JS: ~Server /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/socket.io/dist/index.js:79:16
      1  100.0%        JS: ~init file:///Users/robertomora/Documents/Coding/Backend%20Course/Backend%20Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/Socket.js:106:14
      1  100.0%          Script: ~<anonymous> file:///Users/robertomora/Documents/Coding/Backend%20Course/Backend%20Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/bin/www.js:1:1
      1  100.0%            t _Builtins_GeneratorPrototypeNext
      1    2.0%    JS: ~nextTick node:internal/process/task_queues:103:18
      1  100.0%      JS: ~<anonymous> node:internal/child_process:712:36
      1  100.0%        JS: ~_forkChild node:child_process:173:20
      1  100.0%          JS: ~setupChildProcessIpcChannel node:internal/process/pre_execution:478:37
      1  100.0%            JS: ~prepareExecution node:internal/process/pre_execution:52:26
      1    2.0%    JS: ~nativeAsyncIterator /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cursor/abstract_cursor.js:155:44
      1  100.0%      t _Builtins_AsyncGeneratorPrototypeNext
      1  100.0%        JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cursor/abstract_cursor.js:261:43
      1  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      1  100.0%            T node::HistogramBase::GetConstructorTemplate(node::Environment*)
      1    2.0%    JS: ~mergeSource /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:267:36
      1  100.0%      JS: ~createFunctionContext /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:216:56
      1  100.0%        JS: ~compile /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%          JS: ~compileInput /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1  100.0%            JS: ~ret /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      1    2.0%    JS: ~jsonParser /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/body-parser/lib/types/json.js:98:30
      1  100.0%      JS: ~handle /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/layer.js:86:49
      1  100.0%        JS: ~trim_prefix /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/index.js:293:23
      1  100.0%          JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/index.js:280:64
      1  100.0%            JS: ~process_params /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/index.js:338:47
      1    2.0%    JS: ~find /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/collection.js:234:9
      1  100.0%      JS: ~NativeCollection.<computed> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:76:43
      1  100.0%        JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongoose/lib/query.js:2224:43
      1  100.0%          JS: ~_wrappedThunk /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongoose/lib/helpers/query/wrapThunk.js:17:32
      1  100.0%            JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/kareem/index.js:494:16
      1    2.0%    JS: ~extend /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/utils.js:28:16
      1  100.0%      JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:1:1
      1  100.0%        JS: ^Module._compile node:internal/modules/cjs/loader:1173:37
      1  100.0%          JS: ^Module._extensions..js node:internal/modules/cjs/loader:1227:37
      1  100.0%            JS: ^Module.load node:internal/modules/cjs/loader:1069:33
      1    2.0%    JS: ~emitCloseNT node:internal/streams/destroy:120:21
      1  100.0%      JS: ^processTicksAndRejections node:internal/process/task_queues:67:35
      1    2.0%    JS: ~check /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/aproba/index.js:10:30
      1  100.0%      JS: ~check /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/aproba/index.js:14:31
      1  100.0%        JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/aproba/index.js:52:39
      1  100.0%          t _Builtins_ArrayFilter
      1  100.0%            JS: ~validate /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/aproba/index.js:25:19
      1    2.0%    JS: ~applySession /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sessions.js:649:22
      1  100.0%      JS: ^command /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:274:12
      1  100.0%        JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sdam/server.js:197:42
      1  100.0%          JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection_pool.js:299:23
      1  100.0%            JS: ^processWaitQueue /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection_pool.js:435:21
      1    2.0%    JS: ~afterConnect node:net:1236:22
      1    2.0%    JS: ~Socket node:net:314:16
      1  100.0%      JS: ^TLSSocket node:_tls_wrap:469:19
      1  100.0%        JS: ^connect node:_tls_wrap:1602:35
      1  100.0%          JS: ^makeConnection /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connect.js:256:24
      1  100.0%            JS: ^connect /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connect.js:30:17
      1    2.0%    JS: ~Server.listen node:net:1549:35
      1  100.0%      Script: ~<anonymous> file:///Users/robertomora/Documents/Coding/Backend%20Course/Backend%20Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/bin/www.js:1:1
      1  100.0%        t _Builtins_GeneratorPrototypeNext
      1  100.0%          t _Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_BuiltinExit
      1  100.0%            T node::HistogramBase::GetConstructorTemplate(node::Environment*)
      1    2.0%    JS: ~SendStream /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/send/index.js:96:21
      1  100.0%      JS: ^send /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/send/index.js:83:15
      1  100.0%        JS: ~serveStatic /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/serve-static/index.js:72:31
      1  100.0%          JS: ^handle /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            JS: ^trim_prefix /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/index.js:293:23
      1    2.0%    JS: ~Readable node:internal/streams/readable:186:18
      1  100.0%      JS: ~Duplex node:internal/streams/duplex:54:16
      1  100.0%        JS: ~Socket node:net:314:16
      1  100.0%          JS: ~WriteStream node:tty:84:21
      1  100.0%            JS: ~createWritableStdioStream node:internal/bootstrap/switches/is_main_thread:45:35
      1    2.0%    JS: ~OutgoingMessage node:_http_outgoing:103:25
      1  100.0%      JS: ~ServerResponse node:_http_server:188:24
      1  100.0%        JS: ~parserOnIncoming node:_http_server:961:26
      1  100.0%          JS: ~parserOnHeadersComplete node:_http_common:72:33
      1    2.0%    JS: ~Module._resolveFilename node:internal/modules/cjs/loader:948:35
      1  100.0%      JS: ~Module._load node:internal/modules/cjs/loader:851:24
      1  100.0%        JS: ~Module.require node:internal/modules/cjs/loader:1097:36
      1  100.0%          JS: ~Module._preloadModules node:internal/modules/cjs/loader:1376:34
      1  100.0%            JS: ~loadPreloadModules node:internal/process/pre_execution:618:28
      1    2.0%    JS: ~Module._findPath node:internal/modules/cjs/loader:555:28
      1  100.0%      JS: ~Module._resolveFilename node:internal/modules/cjs/loader:948:35
      1  100.0%        JS: ~Module._load node:internal/modules/cjs/loader:851:24
      1  100.0%          JS: ~Module.require node:internal/modules/cjs/loader:1097:36
      1  100.0%            JS: ~Module._preloadModules node:internal/modules/cjs/loader:1376:34
      1    2.0%    JS: ~Glob._processGlobStar /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/glob/glob.js:623:44
      1  100.0%      JS: ~Glob._process /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/glob/glob.js:295:36
      1  100.0%        JS: ~Glob /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/glob/glob.js:117:15
      1  100.0%          JS: ~glob /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/glob/glob.js:62:15
      1  100.0%            JS: ^<anonymous> node:internal/util:352:24
      1    2.0%    JS: ~Db /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/db.js:84:16
